census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_start,span_end,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,guards,parsed_under
O15455,surface,active,TLR3_HUMAN,false,,2026-08-06,1998-01-01,,681,24,704,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O00206,surface,active,TLR4_HUMAN,false,,2026-08-06,1998-01-01,608,608,24,631,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60602,surface,active,TLR5_HUMAN,false,,2026-08-06,2024-01-24,619,619,21,639,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y2C9,surface,active,TLR6_HUMAN,false,,2026-08-06,2010-05-18,555,555,32,586,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NYK1,surface,active,TLR7_HUMAN,false,,2026-08-06,2000-10-01,813,813,27,839,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NR97,surface,active,TLR8_HUMAN,false,,2026-08-06,2000-10-01,801,801,27,827,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NR96,surface,active,TLR9_HUMAN,false,,2026-08-06,2002-01-31,793,793,26,818,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NE00,surface,active,TM104_HUMAN,false,,2026-08-06,2006-10-31,37,37,168,204,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UXF1,surface,active,TM108_HUMAN,false,,2026-08-06,2006-06-27,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86TL2,surface,active,TM110_HUMAN,false,,2026-08-06,2003-06-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
B3SHH9,surface,active,TM114_HUMAN,false,,2026-08-06,2008-10-14,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NCL8,surface,active,TM116_HUMAN,false,,2026-08-06,2002-10-01,,32,109,140,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86T26,surface,active,TM11B_HUMAN,false,,2026-08-06,2011-01-11,378,378,39,416,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60235,surface,active,TM11D_HUMAN,false,,2026-08-06,1998-08-01,377,377,42,418,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UL52,surface,active,TM11E_HUMAN,false,,2026-08-06,2005-01-04,383,383,41,423,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NV12,surface,active,TM140_HUMAN,false,,2026-08-06,2010-05-18,45,45,33,77,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NBT3,surface,active,TM145_HUMAN,false,,2026-08-06,2010-05-18,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6P9G4,surface,active,TM154_HUMAN,false,,2026-08-06,2007-04-17,53,53,23,75,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8WZ71,surface,active,TM158_HUMAN,false,,2026-08-06,2012-10-03,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8WVE6,surface,active,TM171_HUMAN,false,,2026-08-06,2006-09-19,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6ZP80,surface,active,TM182_HUMAN,false,,2026-08-06,2010-11-30,88,88,27,114,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BSN7,surface,active,TM204_HUMAN,false,,2026-08-06,2001-06-01,77,77,27,103,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6ICI0,surface,active,TM211_HUMAN,false,,2026-08-06,2008-05-20,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A2RRL7,surface,active,TM213_HUMAN,false,,2026-08-06,2010-08-10,,16,92,107,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8N7C4,surface,active,TM217_HUMAN,false,,2026-08-06,2002-10-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86XT9,surface,active,TM219_HUMAN,false,,2026-08-06,2003-06-01,166,166,39,204,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6GV28,surface,active,TM225_HUMAN,false,,2026-08-06,2023-06-28,43,43,30,72,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H6L2,surface,active,TM231_HUMAN,false,,2026-08-06,2001-03-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NFC5,surface,active,TM235_HUMAN,false,,2026-08-06,2011-04-05,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H330,surface,active,TM245_HUMAN,false,,2026-08-06,2018-03-28,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NS93,surface,active,TM7S3_HUMAN,false,,2026-08-06,2000-10-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NBN3,surface,active,TM87A_HUMAN,false,,2026-08-06,2007-02-20,,204,22,225,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96K49,surface,active,TM87B_HUMAN,false,,2026-08-06,2001-12-01,,172,43,214,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O15321,surface,active,TM9S1_HUMAN,false,,2026-08-06,2005-03-29,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q99805,surface,active,TM9S2_HUMAN,false,,2026-08-06,1997-05-01,,272,29,300,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9HD45,surface,active,TM9S3_HUMAN,false,,2026-08-06,2001-04-27,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q92544,surface,active,TM9S4_HUMAN,false,,2026-08-06,2008-02-26,258,258,24,281,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7Z402,surface,active,TMC7_HUMAN,false,,2026-08-06,2003-10-01,168,168,1,168,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UWJ1,surface,active,TMCO3_HUMAN,false,,2026-08-06,2004-07-05,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y3B3,surface,active,TMED7_HUMAN,false,,2026-08-06,2005-03-29,,153,35,187,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9P0T7,surface,active,TMEM9_HUMAN,false,,2026-08-06,2000-10-01,69,69,21,89,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TAF8,surface,active,TMHS_HUMAN,false,,2026-08-06,2002-06-01,54,54,46,99,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UXZ0,surface,active,TMIG1_HUMAN,false,,2026-08-06,2004-07-05,191,191,30,220,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96BF3,surface,active,TMIG2_HUMAN,false,,2026-08-06,2007-02-06,128,128,23,150,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86YD3,surface,active,TMM25_HUMAN,false,,2026-08-06,2003-06-01,206,206,27,232,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6ZUK4,surface,active,TMM26_HUMAN,false,,2026-08-06,2004-07-05,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9HBJ8,surface,active,TMM27_HUMAN,false,,2026-08-06,2001-03-01,127,127,15,141,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q0P6H9,surface,active,TMM62_HUMAN,false,,2026-08-06,2006-09-19,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9HCN3,surface,active,TMM8A_HUMAN,false,,2026-08-06,2010-05-18,511,511,35,545,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A6NDV4,surface,active,TMM8B_HUMAN,false,,2026-08-06,2008-01-15,233,233,1,233,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q3KNT9,surface,active,TMM95_HUMAN,false,,2026-08-06,2005-11-08,129,129,17,145,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NQ34,surface,active,TMM9B_HUMAN,false,,2026-08-06,2000-10-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H3S3,surface,active,TMPS5_HUMAN,false,,2026-08-06,2010-05-18,387,387,71,457,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8IU80,surface,active,TMPS6_HUMAN,false,,2026-08-06,2008-10-14,735,735,77,811,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BYE2,surface,active,TMPSD_HUMAN,false,,2026-08-06,2019-04-10,400,400,187,586,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96JJ7,surface,active,TMX3_HUMAN,false,,2026-08-06,2005-05-10,,351,25,375,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H1E5,surface,active,TMX4_HUMAN,false,,2026-08-06,2001-03-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y275,surface,active,TN13B_HUMAN,false,,2026-08-06,1999-11-01,218,218,68,285,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14788,surface,active,TNF11_HUMAN,false,,2026-08-06,1998-01-01,249,249,69,317,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95150,surface,active,TNF15_HUMAN,false,,2026-08-06,2008-05-20,195,195,57,251,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UNG2,surface,active,TNF18_HUMAN,false,,2026-08-06,2022-02-23,129,129,49,177,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P23510,surface,active,TNFL4_HUMAN,false,,2026-08-06,1991-11-01,133,133,51,183,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P48023,surface,active,TNFL6_HUMAN,false,,2026-08-06,1996-02-01,179,179,103,281,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P32971,surface,active,TNFL8_HUMAN,false,,2026-08-06,1993-10-01,172,172,63,234,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y6Q6,surface,active,TNR11_HUMAN,false,,2026-08-06,1999-11-01,183,183,30,212,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q92956,surface,active,TNR14_HUMAN,false,,2026-08-06,2001-04-27,164,164,39,202,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P08138,surface,active,TNR16_HUMAN,false,,2026-08-06,1988-08-01,222,222,29,250,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q02223,surface,active,TNR17_HUMAN,false,,2026-08-06,2010-11-30,54,54,1,54,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y5U5,surface,active,TNR18_HUMAN,false,,2026-08-06,1999-11-01,137,137,26,162,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NS68,surface,active,TNR19_HUMAN,false,,2026-08-06,2000-10-01,141,141,30,170,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P19438,surface,active,TNR1A_HUMAN,false,,2026-08-06,1991-02-01,182,182,30,211,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P20333,surface,active,TNR1B_HUMAN,false,,2026-08-06,2002-05-27,235,235,23,257,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O75509,surface,active,TNR21_HUMAN,false,,2026-08-06,1998-11-01,308,308,42,349,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q93038,surface,active,TNR25_HUMAN,false,,2026-08-06,1997-11-01,175,175,25,199,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9HAV5,surface,active,TNR27_HUMAN,false,,2026-08-06,2010-11-30,138,138,1,138,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P36941,surface,active,TNR3_HUMAN,false,,2026-08-06,1994-06-01,197,197,31,227,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P43489,surface,active,TNR4_HUMAN,false,,2026-08-06,1995-11-01,186,186,29,214,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P25942,surface,active,TNR5_HUMAN,false,,2026-08-06,1992-05-01,173,173,21,193,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P25445,surface,active,TNR6_HUMAN,false,,2026-08-06,1992-05-01,148,148,26,173,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P28908,surface,active,TNR8_HUMAN,false,,2026-08-06,1992-12-01,367,367,19,385,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q07011,surface,active,TNR9_HUMAN,false,,2026-08-06,1995-02-01,163,163,24,186,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P0DKB5,surface,active,TPBGL_HUMAN,false,,2026-08-06,2012-10-03,281,281,27,307,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q13641,surface,active,TPBG_HUMAN,false,,2026-08-06,1996-11-01,324,324,32,355,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9ULQ1,surface,active,TPC1_HUMAN,false,,2026-08-06,2007-02-06,35,35,595,629,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P40238,surface,active,TPOR_HUMAN,false,,2026-08-06,1995-02-01,466,466,26,491,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86W33,surface,active,TPRA1_HUMAN,false,,2026-08-06,2003-06-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O00220,surface,active,TR10A_HUMAN,false,,2026-08-06,2010-11-30,216,216,24,239,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14798,surface,active,TR10C_HUMAN,false,,2026-08-06,2009-11-24,,210,26,235,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UBN6,surface,active,TR10D_HUMAN,false,,2026-08-06,2022-02-23,156,156,56,211,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14836,surface,active,TR13B_HUMAN,false,,2026-08-06,1998-01-01,165,165,1,165,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q969Z4,surface,active,TR19L_HUMAN,false,,2026-08-06,2001-12-01,137,137,26,162,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6PIZ9,surface,active,TRAT1_HUMAN,false,,2026-08-06,2004-07-05,7,7,1,7,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P07204,surface,active,TRBM_HUMAN,false,,2026-08-06,1991-02-01,497,497,19,515,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43280,surface,active,TREA_HUMAN,false,,2026-08-06,2008-09-23,,532,24,555,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NP99,surface,active,TREM1_HUMAN,false,,2026-08-06,2000-10-01,185,185,21,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NZC2,surface,active,TREM2_HUMAN,false,,2026-08-06,2000-10-01,156,156,19,174,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P08582,surface,active,TRFM_HUMAN,false,,2026-08-06,2011-06-28,,689,20,708,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P34981,surface,active,TRFR_HUMAN,false,,2026-08-06,1994-02-01,28,28,1,28,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P03986,surface,active,TRGC2_HUMAN,false,,2026-08-06,2018-12-05,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UKU6,surface,active,TRHDE_HUMAN,false,,2026-08-06,2024-01-24,963,963,107,1069,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7L0X0,surface,active,TRIL_HUMAN,false,,2026-08-06,2010-11-02,671,671,26,696,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q5T2D2,surface,active,TRML2_HUMAN,false,,2026-08-06,2006-10-17,250,250,19,268,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9Y5S1,surface,active,TRPV2_HUMAN,false,,2026-08-06,1999-11-01,64,64,557,620,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9HBA0,surface,active,TRPV4_HUMAN,false,,2026-08-06,2005-04-26,29,29,637,665,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NQA5,surface,active,TRPV5_HUMAN,false,,2026-08-06,2024-01-24,37,37,349,385,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H1D0,surface,active,TRPV6_HUMAN,false,,2026-08-06,2015-04-01,37,37,389,425,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9NRR2,surface,active,TRYG1_HUMAN,false,,2026-08-06,2022-02-23,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7RTX1,surface,active,TS1R1_HUMAN,false,,2026-08-06,2003-12-15,547,547,21,567,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8TE23,surface,active,TS1R2_HUMAN,false,,2026-08-06,2006-10-17,547,547,20,566,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q7RTX0,surface,active,TS1R3_HUMAN,false,,2026-08-06,2005-03-29,550,550,21,570,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BY10,surface,active,TSCOT_HUMAN,false,,2026-08-06,2001-06-01,34,34,45,78,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P16473,surface,active,TSHR_HUMAN,false,,2026-08-06,2024-10-02,394,394,21,414,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
A1L157,surface,active,TSN11_HUMAN,false,,2026-08-06,2007-12-04,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95857,surface,active,TSN13_HUMAN,false,,2026-08-06,1999-05-01,74,74,94,167,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NG11,surface,active,TSN14_HUMAN,false,,2026-08-06,2002-10-01,119,119,114,232,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95858,surface,active,TSN15_HUMAN,false,,2026-08-06,1999-05-01,121,121,115,235,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96FV3,surface,active,TSN17_HUMAN,false,,2026-08-06,2007-05-15,119,119,116,234,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96SJ8,surface,active,TSN18_HUMAN,false,,2026-08-06,2001-12-01,119,119,105,223,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60635,surface,active,TSN1_HUMAN,false,,2026-08-06,2000-12-01,102,102,110,211,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60636,surface,active,TSN2_HUMAN,false,,2026-08-06,2002-09-19,77,77,112,188,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q12999,surface,active,TSN31_HUMAN,false,,2026-08-06,1996-11-01,80,80,94,173,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86UF1,surface,active,TSN33_HUMAN,false,,2026-08-06,2003-06-01,118,118,118,235,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O60637,surface,active,TSN3_HUMAN,false,,2026-08-06,1998-08-01,106,106,107,212,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O14817,surface,active,TSN4_HUMAN,false,,2026-08-06,1998-01-01,95,95,107,201,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P62079,surface,active,TSN5_HUMAN,false,,2026-08-06,2004-06-21,119,119,114,232,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O43657,surface,active,TSN6_HUMAN,false,,2026-08-06,1998-06-01,94,94,115,208,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P41732,surface,active,TSN7_HUMAN,false,,2026-08-06,2001-11-16,101,101,113,213,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P19075,surface,active,TSN8_HUMAN,false,,2026-08-06,1990-11-01,96,96,110,205,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O75954,surface,active,TSN9_HUMAN,false,,2026-08-06,1998-11-01,97,97,107,203,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H313,surface,active,TTYH1_HUMAN,false,,2026-08-06,2001-03-01,129,129,262,390,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BSA4,surface,active,TTYH2_HUMAN,false,,2026-08-06,2010-05-18,127,127,262,388,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9C0H2,surface,active,TTYH3_HUMAN,false,,2026-08-06,2007-12-04,129,129,258,386,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9P2J2,surface,active,TUTLA_HUMAN,false,,2026-08-06,2007-10-02,714,714,21,734,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9UPX0,surface,active,TUTLB_HUMAN,false,,2026-08-06,2007-10-02,702,702,21,722,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9BY14,surface,active,TX101_HUMAN,false,,2026-08-06,2006-07-25,,196,26,221,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q96J42,surface,active,TXD15_HUMAN,false,,2026-08-06,2001-12-01,289,289,33,321,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q06418,surface,active,TYRO3_HUMAN,false,,2026-08-06,1996-10-01,389,389,41,429,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P14679,surface,active,TYRO_HUMAN,false,,2026-08-06,1993-07-01,,458,19,476,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P17643,surface,active,TYRP1_HUMAN,false,,2026-08-06,2001-01-11,,453,25,477,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P40126,surface,active,TYRP2_HUMAN,false,,2026-08-06,1995-02-01,,449,24,472,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8NBM4,surface,active,UBAC2_HUMAN,false,,2026-08-06,2002-10-01,56,56,36,91,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
P30530,surface,active,UFO_HUMAN,false,,2026-08-06,2018-03-28,426,426,26,451,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q86WB7,surface,active,UN93A_HUMAN,false,,2026-08-06,2003-06-01,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q9H1C4,surface,active,UN93B_HUMAN,false,,2026-08-06,2005-06-07,,,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6ZN44,surface,active,UNC5A_HUMAN,false,,2026-08-06,2010-05-18,281,281,26,306,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q8IZJ1,surface,active,UNC5B_HUMAN,false,,2026-08-06,2004-10-11,351,351,27,377,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O95185,surface,active,UNC5C_HUMAN,false,,2026-08-06,2009-05-05,340,340,41,380,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q6UXZ4,surface,active,UNC5D_HUMAN,false,,2026-08-06,2004-07-05,347,347,33,379,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
Q03405,surface,active,UPAR_HUMAN,false,,2026-08-06,1994-02-01,,282,23,304,gpi_rule_A,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O00322,surface,active,UPK1A_HUMAN,false,,2026-08-06,1997-07-01,118,118,113,230,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O75841,surface,active,UPK1B_HUMAN,false,,2026-08-06,2010-11-30,122,122,108,229,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
O00526,surface,active,UPK2_HUMAN,false,,2026-08-06,2000-05-30,,71,85,155,vocabulary,,,,,,,v2-ruled-vocabulary-2026-08-07@55a792f-r10
