census_accession,census_class,census_identity_status,source_identifiers,fetch_failed,fetch_error,fetched_on,uniprot_release,span_aa_v1,span_aa,span_rule,span_category,no_span_reason,span_boundary_coordinate,terms_unruled,terms_held,parsed_under
Q9P0U1,non_surface,active,TOM7_HUMAN,false,,2026-08-06,2000-10-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8WZ04,non_surface,active,TOMT_HUMAN,false,,2026-08-06,2009-04-14,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NXH8,non_surface,active,TOR4A_HUMAN,false,,2026-08-06,2007-05-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TEL6,non_surface,active,TP4AP_HUMAN,false,,2026-08-06,2002-11-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NHX9,non_surface,active,TPC2_HUMAN,false,,2026-08-06,2007-02-06,34,34,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60507,non_surface,active,TPST1_HUMAN,false,,2026-08-06,1998-08-01,,345,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60704,non_surface,active,TPST2_HUMAN,false,,2026-08-06,1998-08-01,,352,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5T6R2,non_surface,active,TPT2L_HUMAN,false,,2026-08-06,2004-12-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6XPS3,non_surface,active,TPTE2_HUMAN,false,,2026-08-06,2008-11-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P56180,non_surface,active,TPTE_HUMAN,false,,2026-08-06,2010-11-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96RJ3,non_surface,active,TR13C_HUMAN,false,,2026-08-06,2001-12-01,78,78,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N609,non_surface,active,TR1L1_HUMAN,false,,2026-08-06,2008-01-15,,31,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9H4I3,non_surface,active,TRABD_HUMAN,false,,2026-08-06,2001-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q15629,non_surface,active,TRAM1_HUMAN,false,,2026-08-06,2007-01-23,,26,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q15035,non_surface,active,TRAM2_HUMAN,false,,2026-08-06,1996-11-01,32,32,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P01850,non_surface,active,TRBC1_HUMAN,false,,2026-08-06,2018-07-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
A0A5B9,non_surface,active,TRBC2_HUMAN,false,,2026-08-06,2018-07-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
B7Z8K6,non_surface,active,TRDC_HUMAN,false,,2026-08-06,2010-04-20,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q13061,non_surface,active,TRDN_HUMAN,false,,2026-08-06,2011-06-28,,661,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NSU2,non_surface,active,TREX1_HUMAN,false,,2026-08-06,2017-12-20,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60858,non_surface,active,TRI13_HUMAN,false,,2026-08-06,2005-07-19,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IWR1,non_surface,active,TRI59_HUMAN,false,,2026-08-06,2003-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q629K1,non_surface,active,TRIQK_HUMAN,false,,2026-08-06,2004-10-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96GJ1,non_surface,active,TRM2_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P48995,non_surface,active,TRPC1_HUMAN,false,,2026-08-06,1996-02-01,65,65,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UBN4,non_surface,active,TRPC4_HUMAN,false,,2026-08-06,2000-05-01,65,65,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9HCX4,non_surface,active,TRPC7_HUMAN,false,,2026-08-06,2001-03-01,51,51,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9HCF6,non_surface,active,TRPM3_HUMAN,false,,2026-08-06,2011-02-08,55,55,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TD43,non_surface,active,TRPM4_HUMAN,false,,2026-08-06,2002-06-01,35,35,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NZQ8,non_surface,active,TRPM5_HUMAN,false,,2026-08-06,2000-10-01,12,12,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BX84,non_surface,active,TRPM6_HUMAN,false,,2026-08-06,2002-06-01,79,79,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96QT4,non_surface,active,TRPM7_HUMAN,false,,2026-08-06,2001-12-01,13,13,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NER1,non_surface,active,TRPV1_HUMAN,false,,2026-08-06,2010-05-18,32,32,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NET8,non_surface,active,TRPV3_HUMAN,false,,2026-08-06,2005-04-26,19,19,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y4A5,non_surface,active,TRRAP_HUMAN,false,,2026-08-06,2006-10-17,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q92574,non_surface,active,TSC1_HUMAN,false,,2026-08-06,1998-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P49815,non_surface,active,TSC2_HUMAN,false,,2026-08-06,2009-11-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UKR8,non_surface,active,TSN16_HUMAN,false,,2026-08-06,2000-05-01,14,14,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96NA8,non_surface,active,TSNA1_HUMAN,false,,2026-08-06,2009-05-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5TGU0,non_surface,active,TSPO2_HUMAN,false,,2026-08-06,2004-12-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P30536,non_surface,active,TSPOA_HUMAN,false,,2026-08-06,2010-11-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9UJK0,non_surface,active,TSR3_HUMAN,false,,2026-08-06,2000-05-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BXA7,non_surface,active,TSSK1_HUMAN,false,,2026-08-06,2001-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96PF2,non_surface,active,TSSK2_HUMAN,false,,2026-08-06,2003-04-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6PGP7,non_surface,active,TTC37_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P53804,non_surface,active,TTC3_HUMAN,false,,2026-08-06,2010-11-30,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5BVD1,non_surface,active,TTMP_HUMAN,false,,2026-08-06,2011-01-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BZ97,non_surface,active,TTY13_HUMAN,false,,2026-08-06,2001-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IXB3,non_surface,active,TUSC5_HUMAN,false,,2026-08-06,2009-05-05,3,3,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
A6NH52,non_surface,active,TV23A_HUMAN,false,,2026-08-06,2008-04-08,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NYZ1,non_surface,active,TV23B_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96ET8,non_surface,active,TV23C_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6UWH6,non_surface,active,TX261_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6PKC3,non_surface,active,TXD11_HUMAN,false,,2026-08-06,2005-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6NUM6,non_surface,active,TYW1B_HUMAN,false,,2026-08-06,2018-03-28,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NV66,non_surface,active,TYW1_HUMAN,false,,2026-08-06,2007-04-03,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y385,non_surface,active,UB2J1_HUMAN,false,,2026-08-06,2004-09-13,,15,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8N2K1,non_surface,active,UB2J2_HUMAN,false,,2026-08-06,2009-07-07,,12,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P22314,non_surface,active,UBA1_HUMAN,false,,2026-08-06,2002-10-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P41226,non_surface,active,UBA7_HUMAN,false,,2026-08-06,2008-11-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y5Z9,non_surface,active,UBIA1_HUMAN,false,,2026-08-06,1999-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O94966,non_surface,active,UBP19_HUMAN,false,,2026-08-06,2007-07-10,,6,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q70CQ3,non_surface,active,UBP30_HUMAN,false,,2026-08-06,2004-07-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IWV7,non_surface,active,UBR1_HUMAN,false,,2026-08-06,2003-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6ZT12,non_surface,active,UBR3_HUMAN,false,,2026-08-06,2008-01-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q5T4S7,non_surface,active,UBR4_HUMAN,false,,2026-08-06,2004-12-21,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O00124,non_surface,active,UBXN8_HUMAN,false,,2026-08-06,1998-12-15,,11,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P55851,non_surface,active,UCP2_HUMAN,false,,2026-08-06,1997-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9HAW8,non_surface,active,UD110_HUMAN,false,,2026-08-06,2001-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P22309,non_surface,active,UD11_HUMAN,false,,2026-08-06,1991-08-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P35503,non_surface,active,UD13_HUMAN,false,,2026-08-06,1994-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P22310,non_surface,active,UD14_HUMAN,false,,2026-08-06,1991-08-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P35504,non_surface,active,UD15_HUMAN,false,,2026-08-06,1994-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P19224,non_surface,active,UD16_HUMAN,false,,2026-08-06,2003-04-11,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9HAW7,non_surface,active,UD17_HUMAN,false,,2026-08-06,2003-04-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9HAW9,non_surface,active,UD18_HUMAN,false,,2026-08-06,2001-03-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O60656,non_surface,active,UD19_HUMAN,false,,2026-08-06,1998-08-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P06133,non_surface,active,UD2B4_HUMAN,false,,2026-08-06,1998-12-15,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P16662,non_surface,active,UD2B7_HUMAN,false,,2026-08-06,2018-04-25,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6NUS8,non_surface,active,UD3A1_HUMAN,false,,2026-08-06,2004-07-05,461,461,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q3SY77,non_surface,active,UD3A2_HUMAN,false,,2026-08-06,2005-10-11,461,461,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P36537,non_surface,active,UDB10_HUMAN,false,,2026-08-06,1994-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75310,non_surface,active,UDB11_HUMAN,false,,2026-08-06,1998-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P54855,non_surface,active,UDB15_HUMAN,false,,2026-08-06,2011-05-03,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75795,non_surface,active,UDB17_HUMAN,false,,2026-08-06,1998-11-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BY64,non_surface,active,UDB28_HUMAN,false,,2026-08-06,2001-06-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96C45,non_surface,active,ULK4_HUMAN,false,,2026-08-06,2006-11-28,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8IV45,non_surface,active,UN5CL_HUMAN,false,,2026-08-06,2007-11-13,10,10,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q53HI1,non_surface,active,UNC50_HUMAN,false,,2026-08-06,2007-11-13,,16,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P2D8,non_surface,active,UNC79_HUMAN,false,,2026-08-06,2013-11-13,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NVA1,non_surface,active,UQCC1_HUMAN,false,,2026-08-06,2010-10-05,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q6UW78,non_surface,active,UQCC3_HUMAN,false,,2026-08-06,2010-05-18,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9NZ43,non_surface,active,USE1_HUMAN,false,,2026-08-06,2010-05-18,,7,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q96IX5,non_surface,active,USMG5_HUMAN,false,,2026-08-06,2001-12-01,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9Y2C2,non_surface,active,UST_HUMAN,false,,2026-08-06,1999-11-01,,336,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NBZ7,non_surface,active,UXS1_HUMAN,false,,2026-08-06,2002-10-01,,380,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O15342,non_surface,active,VA0E1_HUMAN,false,,2026-08-06,2007-01-23,,25,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8NHE4,non_surface,active,VA0E2_HUMAN,false,,2026-08-06,2002-10-01,,25,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P23763,non_surface,active,VAMP1_HUMAN,false,,2026-08-06,1991-11-01,,2,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P63027,non_surface,active,VAMP2_HUMAN,false,,2026-08-06,2010-02-09,,2,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q15836,non_surface,active,VAMP3_HUMAN,false,,2026-08-06,2007-01-23,,2,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O75379,non_surface,active,VAMP4_HUMAN,false,,2026-08-06,2002-04-03,,5,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95183,non_surface,active,VAMP5_HUMAN,false,,2026-08-06,1999-05-01,,23,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
P51809,non_surface,active,VAMP7_HUMAN,false,,2026-08-06,2007-01-23,,11,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9BV40,non_surface,active,VAMP8_HUMAN,false,,2026-08-06,2001-06-01,,4,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q8TAA9,non_surface,active,VANG1_HUMAN,false,,2026-08-06,2002-06-01,19,19,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9ULK5,non_surface,active,VANG2_HUMAN,false,,2026-08-06,2003-10-31,18,18,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q9P0L0,non_surface,active,VAPA_HUMAN,false,,2026-08-06,2007-01-09,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
O95292,non_surface,active,VAPB_HUMAN,false,,2026-08-06,2007-01-23,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q52LC2,non_surface,active,VAS1L_HUMAN,false,,2026-08-06,2005-05-24,,,,no_extracellular_span,"no topological domain with an accepted description, and no GPI anchor",,,,v2-ruled-vocabulary-2026-08-07@9e91462
P27449,non_surface,active,VATL_HUMAN,false,,2026-08-06,1992-08-01,,16,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
Q99437,non_surface,active,VATO_HUMAN,false,,2026-08-06,1997-05-01,,18,vocabulary,,,,,,v2-ruled-vocabulary-2026-08-07@9e91462
