census_accession,span_aa,segment_count,extracellular_total_aa,discarded_aa,folded_fraction,topology,segments
Q8NG78,60,4,134,74,0.448,intermittent,1-60;111-134;196-232;294-306
Q9C0K1,110,4,132,22,0.833,intermittent,23-132;182-191;387-388;451-460
Q9UKL4,33,2,65,32,0.508,intermittent,43-75;221-252
Q9Y286,335,1,335,0,1.000,contiguous,19-353
Q9NY91,89,5,242,153,0.368,intermittent,48-64;127-171;230-270;335-423;477-526
Q8TDF5,322,1,322,0,1.000,contiguous,23-344
P51172,423,1,423,0,1.000,contiguous,272-694
Q96KK3,31,4,66,35,0.470,intermittent,240-270;323-337;396-408;429-435
Q95460,280,1,280,0,1.000,contiguous,23-302
Q5W0Z9,18,2,35,17,0.514,intermittent,36-53;191-207
Q5BKX6,13,6,40,27,0.325,intermittent,80-88;147-154;216-220;536-548;611-613;690-691
P49069,8,2,13,5,0.615,intermittent,208-212;289-296
O15551,51,2,74,23,0.689,intermittent,30-80;137-159
O75309,768,1,768,0,1.000,contiguous,19-786
Q01118,79,16,240,161,0.329,intermittent,138-141;197-200;260-338;367-367;522-530;587-592;656-673;701-701;954-961;1021-1021;1081-1127;1155-1167;1273-1276;1339-1341;1403-1420;1445-1468
Q8NGM9,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q8NFZ4,663,1,663,0,1.000,contiguous,15-677
Q16394,718,1,718,0,1.000,contiguous,29-746
Q86VY9,44,1,44,0,1.000,contiguous,83-126
Q9P0K1,514,1,514,0,1.000,contiguous,223-736
P08100,36,4,89,53,0.404,intermittent,1-36;97-110;174-202;275-284
Q8N1N0,529,1,529,0,1.000,contiguous,61-589
O95980,919,0,0,0,,no_accepted_segment,
Q9NZP5,42,4,106,64,0.396,intermittent,1-27;78-101;157-198;261-273
Q6UX15,214,1,214,0,1.000,contiguous,22-235
Q8NDV2,24,4,57,33,0.421,intermittent,1-10;69-81;145-168;267-276
Q8N394,366,5,506,140,0.723,intermittent,22-84;129-132;242-312;421-422;471-836
P04234,84,1,84,0,1.000,contiguous,22-105
Q9GZM6,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q8NGI3,36,4,108,72,0.333,intermittent,1-34;85-108;170-205;268-281
Q9NY97,369,1,369,0,1.000,contiguous,29-397
Q75T13,609,4,676,67,0.901,intermittent,33-641;690-733;839-853;915-922
P14384,405,0,0,0,,no_accepted_segment,
Q6IEV9,37,4,92,55,0.402,intermittent,1-23;78-98;157-193;257-267
Q9BZW2,33,7,137,104,0.241,intermittent,28-38;65-81;268-278;364-382;442-474;498-516;569-595
C9JI98,12,1,12,0,1.000,contiguous,58-69
Q9H015,100,6,133,33,0.752,intermittent,42-141;193-197;254-257;359-371;421-426;482-486
Q16623,2,1,2,0,1.000,contiguous,287-288
O95977,50,4,101,51,0.495,intermittent,1-50;106-117;183-206;274-288
Q96A33,328,1,328,0,1.000,contiguous,156-483
Q7RTM1,41,6,97,56,0.423,intermittent,81-88;154-163;224-264;335-344;414-423;564-581
O14683,24,2,28,4,0.857,intermittent,85-108;152-155
Q8N109,217,1,217,0,1.000,contiguous,22-238
P55087,19,4,43,24,0.442,intermittent,58-69;137-155;206-208;223-231
P08648,954,1,954,0,1.000,contiguous,42-995
Q9UNE0,161,1,161,0,1.000,contiguous,27-187
Q9NPB9,42,4,101,59,0.416,intermittent,1-42;109-113;176-201;262-289
Q16873,21,2,31,10,0.677,intermittent,28-48;95-104
Q17R55,318,1,318,0,1.000,contiguous,18-335
P48995,65,3,104,39,0.625,intermittent,405-422;476-496;559-623
Q7LGA3,328,1,328,0,1.000,contiguous,29-356
P43116,23,4,78,55,0.295,intermittent,1-23;92-111;177-198;287-299
Q9Y561,460,1,460,0,1.000,contiguous,33-492
Q86SM5,22,4,55,33,0.400,intermittent,1-13;64-78;142-163;217-221
P51582,34,4,91,57,0.374,intermittent,1-34;96-112;175-196;270-287
P48145,37,4,87,50,0.425,intermittent,1-37;98-112;178-202;274-283
A6NDV4,233,4,259,26,0.900,intermittent,1-233;278-292;337-342;401-405
Q9NZ53,468,1,468,0,1.000,contiguous,33-500
Q7RTX7,21,4,44,23,0.477,intermittent,113-122;178-180;237-246;259-279
Q96FM1,78,4,102,24,0.765,intermittent,21-98;157-169;215-224;279-279
Q9H665,141,1,141,0,1.000,contiguous,23-163
Q96BD0,109,6,222,113,0.491,intermittent,125-143;196-222;294-307;401-420;472-580;639-671
P32241,111,4,154,43,0.721,intermittent,31-141;197-216;277-291;360-367
Q92854,713,1,713,0,1.000,contiguous,22-734
Q9H7V2,26,2,35,9,0.743,intermittent,203-228;250-258
O95754,625,1,625,0,1.000,contiguous,35-659
Q8NGC0,79,4,133,54,0.594,intermittent,1-79;140-150;216-247;312-322
Q6ZNI0,405,1,405,0,1.000,contiguous,26-430
Q8WXF7,1,1,1,0,1.000,contiguous,471-471
Q8NGF7,36,4,96,60,0.375,intermittent,1-23;74-97;159-194;257-269
Q6UY11,280,1,280,0,1.000,contiguous,27-306
P41586,132,4,164,32,0.805,intermittent,21-152;209-223;291-302;375-379
P51684,47,4,117,70,0.402,intermittent,1-47;105-119;181-211;280-303
Q6Y288,471,1,471,0,1.000,contiguous,28-498
P28907,258,1,258,0,1.000,contiguous,43-300
Q15363,148,1,148,0,1.000,contiguous,21-168
Q9NTQ9,33,2,66,33,0.500,intermittent,41-73;152-184
Q8WWA0,279,0,0,0,,no_accepted_segment,
P28067,207,1,207,0,1.000,contiguous,27-233
Q13277,5,1,5,0,1.000,contiguous,285-289
Q13145,132,1,132,0,1.000,contiguous,21-152
P38567,454,0,0,0,,no_accepted_segment,
Q9NRM0,35,6,91,56,0.385,intermittent,73-107;162-171;222-231;338-354;403-415;473-478
Q8NHA8,38,4,97,59,0.392,intermittent,1-25;80-100;159-196;260-272
Q9C0C4,643,1,643,0,1.000,contiguous,21-663
Q6UXB3,80,0,0,0,,no_accepted_segment,
A6NFA1,466,0,0,0,,no_accepted_segment,
Q96KG7,832,1,832,0,1.000,contiguous,26-857
Q8NH87,37,4,98,61,0.378,intermittent,1-24;75-98;160-196;258-270
Q9UBG0,1384,1,1384,0,1.000,contiguous,31-1414
P21926,84,2,106,22,0.792,intermittent,34-55;112-195
Q8NGZ5,37,4,99,62,0.374,intermittent,1-28;83-103;162-198;263-275
Q5TZ20,37,4,96,59,0.385,intermittent,1-25;80-100;159-195;260-272
Q9Y5E5,662,1,662,0,1.000,contiguous,28-689
Q6YHK3,1398,0,0,0,,no_accepted_segment,
Q8WZ94,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;259-271
Q9NYJ7,466,1,466,0,1.000,contiguous,27-492
P42262,519,2,694,175,0.748,intermittent,25-543;638-812
Q5JXA9,255,1,255,0,1.000,contiguous,33-287
Q9Y5L3,434,1,434,0,1.000,contiguous,29-462
P43629,319,1,319,0,1.000,contiguous,22-340
P09603,464,1,464,0,1.000,contiguous,33-496
A8MPY1,242,2,253,11,0.957,intermittent,25-266;321-331
Q96P65,46,4,112,66,0.411,intermittent,1-46;103-120;184-212;293-311
P12318,184,1,184,0,1.000,contiguous,34-217
A0AVI4,17,2,23,6,0.739,intermittent,1-6;78-94
Q8NCS7,183,5,276,93,0.663,intermittent,60-242;287-325;373-374;482-515;632-649
O95136,34,4,80,46,0.425,intermittent,1-34;96-109;174-189;256-271
P15291,354,1,354,0,1.000,contiguous,45-398
Q8NHS3,54,6,116,62,0.466,intermittent,62-74;127-131;195-211;288-304;359-412;473-482
Q9HBJ8,127,1,127,0,1.000,contiguous,15-141
Q96N66,165,3,277,112,0.596,intermittent,23-33;94-194;262-426
Q6PRD1,356,4,406,50,0.877,intermittent,26-381;437-444;515-543;595-607
Q24JP5,817,1,817,0,1.000,contiguous,36-852
P48146,45,4,96,51,0.469,intermittent,1-45;106-120;186-211;283-292
Q9UM73,1020,1,1020,0,1.000,contiguous,19-1038
Q5VX71,278,1,278,0,1.000,contiguous,42-319
P08575,552,1,552,0,1.000,contiguous,26-577
Q8IW00,157,1,157,0,1.000,contiguous,24-180
P20702,1088,1,1088,0,1.000,contiguous,20-1107
A8MWY0,882,1,882,0,1.000,contiguous,48-929
P23515,392,0,0,0,,no_accepted_segment,
P57773,37,2,59,22,0.627,intermittent,41-77;188-209
P19438,182,1,182,0,1.000,contiguous,30-211
Q9UK23,399,1,399,0,1.000,contiguous,50-448
O00270,28,4,87,59,0.322,intermittent,1-16;74-91;153-180;241-265
Q16558,118,1,118,0,1.000,contiguous,40-157
P52797,191,0,0,0,,no_accepted_segment,
Q92629,233,1,233,0,1.000,contiguous,57-289
Q86SU0,144,1,144,0,1.000,contiguous,24-167
Q12860,972,0,0,0,,no_accepted_segment,
Q96F15,2,1,2,0,1.000,contiguous,306-307
Q9HCU5,8,1,8,0,1.000,contiguous,410-417
A6BM72,829,1,829,0,1.000,contiguous,20-848
Q9UBL9,274,1,274,0,1.000,contiguous,64-337
Q8NEW0,17,3,31,14,0.548,intermittent,59-67;124-140;258-262
Q8IUW5,34,1,34,0,1.000,contiguous,24-57
A6NMD0,154,2,161,7,0.957,intermittent,1-154;222-228
Q6IEU7,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;259-271
Q9Y227,505,1,505,0,1.000,contiguous,55-559
P49190,119,4,190,71,0.626,intermittent,27-145;197-237;298-316;384-394
O95007,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;257-269
Q9Y5F9,661,1,661,0,1.000,contiguous,31-691
Q5T1S8,30,1,30,0,1.000,contiguous,1-30
A6NMS3,45,4,99,54,0.455,intermittent,1-25;76-97;161-205;262-268
Q6P5W5,305,5,351,46,0.869,intermittent,23-327;381-402;519-526;580-586;639-647
Q8NGG0,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q8NGA0,42,4,94,52,0.447,intermittent,1-29;79-97;155-196;266-269
Q9BUV8,10,2,11,1,0.909,intermittent,66-66;128-137
Q8NGN3,37,4,96,59,0.385,intermittent,1-23;74-98;160-196;258-268
O75976,1268,1,1268,0,1.000,contiguous,32-1299
P13224,121,1,121,0,1.000,contiguous,27-147
Q9BSJ8,3,1,3,0,1.000,contiguous,60-62
Q8TDB8,38,6,91,53,0.418,intermittent,51-88;139-148;199-207;315-328;380-392;445-451
Q9H342,31,4,72,41,0.431,intermittent,1-31;85-104;183-191;264-275
P08195,425,1,425,0,1.000,contiguous,105-529
Q9UPZ6,1560,1,1560,0,1.000,contiguous,48-1607
O94910,834,4,861,27,0.969,intermittent,25-858;915-920;986-1002;1072-1075
P50895,516,1,516,0,1.000,contiguous,32-547
Q12772,33,1,33,0,1.000,contiguous,501-533
Q14CZ8,207,1,207,0,1.000,contiguous,34-240
P28335,24,4,75,51,0.320,intermittent,33-55;112-128;190-213;337-347
Q07954,4400,1,4400,0,1.000,contiguous,20-4419
A6NKX4,84,6,122,38,0.689,intermittent,45-128;179-182;240-246;358-366;417-420;470-483
Q7Z403,209,6,408,199,0.512,intermittent,1-209;271-338;453-469;527-553;626-650;744-805
A6H8M9,670,1,670,0,1.000,contiguous,17-686
O76036,237,1,237,0,1.000,contiguous,22-258
Q9UKJ1,178,1,178,0,1.000,contiguous,20-197
P07911,589,0,0,0,,no_accepted_segment,
Q92838,329,1,329,0,1.000,contiguous,63-391
P51805,1201,1,1201,0,1.000,contiguous,20-1220
P23942,141,2,159,18,0.887,intermittent,44-61;124-264
Q9Y6M7,608,6,815,207,0.746,intermittent,1-608;659-695;747-817;883-908;976-1011;1056-1092
Q9NRQ2,9,1,9,0,1.000,contiguous,321-329
P19634,98,7,140,42,0.700,intermittent,1-98;149-158;216-222;284-287;342-350;405-410;470-475
Q8IXK2,544,1,544,0,1.000,contiguous,38-581
Q9C0J1,329,1,329,0,1.000,contiguous,50-378
Q674R7,48,2,52,4,0.923,intermittent,229-276;548-551
Q9BZD7,59,1,59,0,1.000,contiguous,20-78
Q96L42,41,4,66,25,0.621,intermittent,247-255;320-327;379-419;441-448
Q9Y5G2,661,1,661,0,1.000,contiguous,31-691
P48066,74,1,74,0,1.000,contiguous,152-225
Q96QE2,94,6,158,64,0.595,intermittent,98-125;170-178;234-239;346-363;415-508;571-573
P42263,524,2,699,175,0.750,intermittent,29-552;649-823
Q04609,707,1,707,0,1.000,contiguous,44-750
O00398,39,4,99,60,0.394,intermittent,1-39;90-103;171-193;266-288
Q8NFZ6,56,4,122,66,0.459,intermittent,33-51;115-170;230-267;338-346
Q01973,377,1,377,0,1.000,contiguous,30-406
P52803,182,0,0,0,,no_accepted_segment,
Q9BXU9,6,1,6,0,1.000,contiguous,256-261
Q2Y0W8,478,6,669,191,0.714,intermittent,1-478;545-565;617-687;753-778;846-881;926-962
Q86SQ6,20,4,55,35,0.364,intermittent,1-19;75-84;156-175;279-284
Q496F6,156,1,156,0,1.000,contiguous,18-173
Q15077,29,4,97,68,0.299,intermittent,1-27;84-101;166-194;258-280
O43808,57,3,128,71,0.445,intermittent,31-66;126-160;224-280
P05538,197,1,197,0,1.000,contiguous,33-229
Q7Z553,905,0,0,0,,no_accepted_segment,
Q9NQ25,204,1,204,0,1.000,contiguous,23-226
Q5FWE3,447,4,494,47,0.905,intermittent,28-474;523-542;592-598;660-679
Q9P2B2,807,1,807,0,1.000,contiguous,26-832
Q14703,812,1,812,0,1.000,contiguous,187-998
Q5HYA8,483,4,531,48,0.910,intermittent,37-519;591-603;702-731;953-957
P37288,52,4,113,61,0.460,intermittent,1-52;111-125;191-218;314-331
Q9NR34,587,1,587,0,1.000,contiguous,44-630
Q6UVM3,17,4,39,22,0.436,intermittent,85-101;159-164;220-228;250-256
Q8TDS4,33,4,103,70,0.320,intermittent,1-33;85-102;164-192;251-273
P49447,19,3,51,32,0.373,intermittent,38-51;107-124;180-198
Q0VAQ4,36,1,36,0,1.000,contiguous,1-36
Q9P2J2,714,1,714,0,1.000,contiguous,21-734
P48023,179,1,179,0,1.000,contiguous,103-281
Q08174,795,1,795,0,1.000,contiguous,58-852
Q8NH02,37,4,100,63,0.370,intermittent,1-29;84-104;163-199;264-276
P52961,272,0,0,0,,no_accepted_segment,
P32942,456,1,456,0,1.000,contiguous,30-485
Q86TM6,34,3,71,37,0.479,intermittent,26-41;120-140;191-224
Q9UI33,75,16,283,208,0.265,intermittent,149-156;213-219;270-344;370-376;597-607;660-667;726-753;775-785;1075-1088;1139-1139;1203-1243;1266-1281;1386-1396;1451-1461;1523-1536;1560-1579
Q8TE23,547,4,587,40,0.932,intermittent,20-566;624-635;703-727;782-784
A0AVI2,75,1,75,0,1.000,contiguous,1983-2057
O15552,26,4,75,49,0.347,intermittent,1-12;63-84;148-173;241-255
Q8NGE5,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q9P1Z3,23,4,48,25,0.479,intermittent,119-124;193-201;275-297;320-329
Q969W0,5,1,5,0,1.000,contiguous,30-34
Q96PD7,4,1,4,0,1.000,contiguous,89-92
P36896,103,1,103,0,1.000,contiguous,24-126
Q6UXC1,1129,1,1129,0,1.000,contiguous,23-1151
O60412,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;258-270
Q13255,574,4,613,39,0.936,intermittent,19-592;651-658;728-750;808-815
Q86W10,475,1,475,0,1.000,contiguous,31-505
Q8NGQ1,43,4,116,73,0.371,intermittent,1-43;93-113;174-212;274-286
Q96P88,28,3,73,45,0.384,intermittent,1-28;89-115;199-216
P22459,44,4,80,36,0.550,intermittent,327-370;425-439;498-511;532-538
Q9Y342,21,2,33,12,0.636,intermittent,57-68;121-141
Q8TDV2,51,4,120,69,0.425,intermittent,1-51;107-130;187-214;283-299
Q5VSG8,428,1,428,0,1.000,contiguous,30-457
P46059,202,6,300,98,0.673,intermittent,22-53;104-118;183-198;298-327;383-584;641-645
Q8TDS5,58,4,121,63,0.479,intermittent,1-58;109-129;194-215;278-297
P35070,87,1,87,0,1.000,contiguous,32-118
P57739,53,2,78,25,0.679,intermittent,29-81;138-162
Q8TD84,1573,1,1573,0,1.000,contiguous,19-1591
P30968,38,4,90,52,0.422,intermittent,1-38;98-115;185-212;301-306
Q8NGJ8,35,4,107,72,0.327,intermittent,1-33;84-107;169-203;266-280
Q5GH76,10,4,23,13,0.435,intermittent,138-142;327-331;396-398;478-487
P04843,415,1,415,0,1.000,contiguous,24-438
P13765,198,1,198,0,1.000,contiguous,27-224
Q76EJ3,15,3,24,9,0.625,intermittent,49-53;223-237;289-292
E9PQX1,13,2,22,9,0.591,intermittent,39-51;108-116
Q99705,44,4,100,56,0.440,intermittent,1-44;103-116;182-209;276-289
P35367,29,4,67,38,0.433,intermittent,1-29;90-97;165-188;441-446
Q9UN88,247,2,258,11,0.957,intermittent,22-268;316-326
Q9BZM6,190,0,0,0,,no_accepted_segment,
Q9UGM1,216,1,216,0,1.000,contiguous,23-238
Q86SS6,52,1,52,0,1.000,contiguous,1-52
P15421,33,1,33,0,1.000,contiguous,20-52
Q9UNQ0,74,3,94,20,0.787,intermittent,417-428;499-506;557-630
Q969X5,207,1,207,0,1.000,contiguous,48-254
P35462,32,4,80,48,0.400,intermittent,1-32;89-104;171-187;352-366
P27930,330,1,330,0,1.000,contiguous,14-343
Q9H3Q3,367,1,367,0,1.000,contiguous,32-398
Q86UW1,48,4,79,31,0.608,intermittent,1-48;109-109;203-217;279-293
P98153,329,1,329,0,1.000,contiguous,21-349
Q9H8P0,46,3,110,64,0.418,intermittent,35-80;139-157;216-260
P01906,194,1,194,0,1.000,contiguous,24-217
P14416,37,4,82,45,0.451,intermittent,1-37;94-108;173-188;396-409
Q8NGE0,37,4,99,62,0.374,intermittent,1-25;77-100;162-198;260-272
Q8NCH0,316,1,316,0,1.000,contiguous,61-376
P48551,217,1,217,0,1.000,contiguous,27-243
Q8NGH6,43,4,118,75,0.364,intermittent,1-43;94-117;179-214;277-291
Q9HBW0,30,4,80,50,0.375,intermittent,1-30;88-100;165-185;261-276
Q02643,108,4,157,49,0.688,intermittent,23-130;189-210;262-283;353-357
Q9Y6A9,1,1,1,0,1.000,contiguous,115-115
P16435,20,1,20,0,1.000,contiguous,2-21
P49279,42,6,97,55,0.433,intermittent,77-85;164-167;218-240;308-349;419-429;489-496
O00533,1058,1,1058,0,1.000,contiguous,25-1082
P28221,38,4,77,39,0.494,intermittent,1-38;98-109;177-194;327-335
Q15858,79,16,336,257,0.235,intermittent,146-150;205-210;268-346;364-376;763-771;823-831;889-915;929-940;1213-1224;1279-1287;1343-1394;1406-1431;1535-1545;1599-1607;1664-1686;1700-1733
Q9H228,40,4,94,54,0.426,intermittent,1-40;92-111;173-192;274-287
O15118,249,7,763,514,0.326,intermittent,23-261;372-620;676-685;752-759;854-1097;1146-1150;1216-1223
Q8NGH8,36,4,103,67,0.350,intermittent,1-28;79-102;164-199;262-276
Q96RD7,45,2,73,28,0.616,intermittent,62-106;239-266
Q9UBX8,347,1,347,0,1.000,contiguous,36-382
Q7Z7M0,2620,1,2620,0,1.000,contiguous,28-2647
Q6PEY0,35,2,70,35,0.500,intermittent,41-75;143-177
Q9Y5H9,675,1,675,0,1.000,contiguous,23-697
Q99678,48,4,89,41,0.539,intermittent,1-48;108-125;190-196;260-275
O75487,510,0,0,0,,no_accepted_segment,
Q9BZV3,1077,1,1077,0,1.000,contiguous,23-1099
Q8N0Y3,37,4,94,57,0.394,intermittent,1-25;80-100;159-195;259-269
O43909,868,1,868,0,1.000,contiguous,52-919
P98172,210,1,210,0,1.000,contiguous,28-237
Q13324,113,4,150,37,0.753,intermittent,1-113;172-182;246-263;327-334
Q68D85,238,1,238,0,1.000,contiguous,25-262
Q5T848,394,4,436,42,0.904,intermittent,24-417;475-478;548-576;634-642
Q9UEF7,948,1,948,0,1.000,contiguous,34-981
O75900,350,1,350,0,1.000,contiguous,41-390
Q8IW70,26,1,26,0,1.000,contiguous,86-111
Q5SNT2,63,3,77,14,0.818,intermittent,235-297;344-356;666-666
Q8NGC4,37,4,97,60,0.381,intermittent,1-25;77-100;162-198;260-270
Q16478,530,2,690,160,0.768,intermittent,15-544;644-803
Q6ZTQ4,694,1,694,0,1.000,contiguous,20-713
Q5JZY3,532,1,532,0,1.000,contiguous,34-565
O95342,64,5,110,46,0.582,intermittent,84-147;237-240;341-353;777-794;1001-1011
Q9UNA3,315,1,315,0,1.000,contiguous,26-340
Q8NA29,24,6,80,56,0.300,intermittent,71-94;148-157;222-241;334-344;390-392;467-478
Q5T6X5,576,4,623,47,0.925,intermittent,19-594;653-669;726-748;804-810
A6NL26,41,4,100,59,0.410,intermittent,1-26;77-95;159-199;257-270
Q92935,646,1,646,0,1.000,contiguous,31-676
Q9UN66,662,1,662,0,1.000,contiguous,30-691
P18433,132,1,132,0,1.000,contiguous,20-151
Q9BXR5,557,1,557,0,1.000,contiguous,20-576
Q12770,240,4,422,182,0.569,intermittent,40-279;334-344;423-423;540-709
P60059,7,1,7,0,1.000,contiguous,62-68
Q8IUH8,165,5,217,52,0.760,intermittent,22-186;275-276;341-346;398-439;494-495
Q5T4F4,1,1,1,0,1.000,contiguous,88-88
Q9H5Y7,582,1,582,0,1.000,contiguous,27-608
A6NDL8,33,4,86,53,0.384,intermittent,1-23;77-95;165-197;261-271
P52848,843,1,843,0,1.000,contiguous,40-882
P57087,210,1,210,0,1.000,contiguous,29-238
Q96A11,391,1,391,0,1.000,contiguous,41-431
Q9UMD9,1009,1,1009,0,1.000,contiguous,489-1497
Q9H3S3,387,1,387,0,1.000,contiguous,71-457
P58181,37,4,99,62,0.374,intermittent,1-25;76-99;161-197;259-271
Q96EU7,292,1,292,0,1.000,contiguous,27-318
Q96BA8,124,1,124,0,1.000,contiguous,396-519
Q99835,202,4,295,93,0.685,intermittent,28-229;283-314;379-398;475-515
P43627,224,1,224,0,1.000,contiguous,22-245
Q9H9S3,47,5,125,78,0.376,intermittent,54-76;139-144;194-240;310-354;442-445
Q8NGL2,36,4,98,62,0.367,intermittent,1-25;76-99;161-196;259-271
Q9ULQ1,35,8,92,57,0.380,intermittent,134-134;199-200;256-262;287-294;466-479;527-534;595-629;654-670
Q16653,125,2,141,16,0.887,intermittent,30-154;232-247
Q96R54,36,4,86,50,0.419,intermittent,1-26;77-91;158-193;259-267
Q9NSA0,111,6,144,33,0.771,intermittent,32-142;196-200;253-256;368-378;424-430;485-490
Q96PD2,462,1,462,0,1.000,contiguous,67-528
Q96CW9,489,0,0,0,,no_accepted_segment,
Q9NYW6,37,4,85,48,0.435,intermittent,1-6;64-94;150-186;256-266
Q58EX2,1912,1,1912,0,1.000,contiguous,21-1932
Q53EL9,906,1,906,0,1.000,contiguous,20-925
Q9GZN6,92,2,136,44,0.676,intermittent,220-263;404-495
Q13733,49,5,80,31,0.613,intermittent,125-134;320-324;801-805;875-923;977-987
Q8N162,37,4,99,62,0.374,intermittent,1-26;77-99;161-197;259-271
O75326,603,0,0,0,,no_accepted_segment,
Q9UIJ5,17,2,34,17,0.500,intermittent,38-54;192-208
Q1HG44,106,3,147,41,0.721,intermittent,1-21;78-183;228-247
Q86WK9,18,4,48,30,0.375,intermittent,94-103;159-169;259-276;338-346
O75509,308,1,308,0,1.000,contiguous,42-349
Q06495,162,4,217,55,0.747,intermittent,126-145;186-347;437-466;535-539
Q8TC26,17,3,40,23,0.425,intermittent,110-116;172-187;239-255
Q96PX8,605,1,605,0,1.000,contiguous,18-622
D3W0D1,156,1,156,0,1.000,contiguous,52-207
Q01629,5,1,5,0,1.000,contiguous,128-132
Q14802,18,1,18,0,1.000,contiguous,21-38
Q9Y2B1,413,1,413,0,1.000,contiguous,31-443
Q9NZJ5,485,1,485,0,1.000,contiguous,30-514
Q92185,308,1,308,0,1.000,contiguous,49-356
O94898,767,1,767,0,1.000,contiguous,41-807
Q8IZY2,507,2,781,274,0.649,intermittent,43-549;1264-1537
P29275,34,4,61,27,0.557,intermittent,1-8;68-78;145-178;260-267
Q9NPH5,215,3,270,55,0.796,intermittent,38-62;125-154;210-424
P98164,4398,1,4398,0,1.000,contiguous,26-4423
Q14831,556,4,607,51,0.916,intermittent,35-590;649-654;724-753;811-825
Q8NGC5,37,4,98,61,0.378,intermittent,1-24;75-98;160-196;258-270
P08069,195,1,195,0,1.000,contiguous,741-935
Q92806,24,2,33,9,0.727,intermittent,83-106;126-134
Q9Y271,31,4,112,81,0.277,intermittent,1-28;79-106;163-193;252-276
O43826,18,6,66,48,0.273,intermittent,34-49;97-101;160-168;248-265;321-328;385-394
Q9HB89,65,4,141,76,0.461,intermittent,1-65;119-138;203-235;316-338
P47211,36,4,84,48,0.429,intermittent,1-36;92-109;173-200;270-271
P46098,218,3,231,13,0.944,intermittent,24-241;293-302;476-478
Q96BF3,128,1,128,0,1.000,contiguous,23-150
Q9UQV4,354,1,354,0,1.000,contiguous,28-381
O00222,550,4,601,51,0.915,intermittent,34-583;642-647;717-746;804-818
Q6UXV0,333,1,333,0,1.000,contiguous,19-351
O75443,2068,0,0,0,,no_accepted_segment,
P21709,522,1,522,0,1.000,contiguous,26-547
Q5JX69,33,1,33,0,1.000,contiguous,20-52
Q9H2C5,37,4,103,66,0.359,intermittent,1-27;78-101;163-199;262-276
Q9Y4D7,1225,1,1225,0,1.000,contiguous,47-1271
A6NLX4,16,1,16,0,1.000,contiguous,32-47
Q6UXG8,222,1,222,0,1.000,contiguous,35-256
Q8NI32,124,0,0,0,,no_accepted_segment,
Q9NYW0,37,4,84,47,0.440,intermittent,1-6;64-100;148-179;249-257
P49682,53,4,112,59,0.473,intermittent,1-53;111-125;190-212;278-298
Q96FT7,349,1,349,0,1.000,contiguous,90-438
O75844,21,4,57,36,0.368,intermittent,1-18;103-123;192-195;369-382
Q15041,28,2,31,3,0.903,intermittent,63-65;176-203
Q96Q80,38,2,53,15,0.717,intermittent,44-58;120-157
Q96FE7,147,1,147,0,1.000,contiguous,22-168
A8MYU2,24,5,65,41,0.369,intermittent,1-24;123-138;185-188;248-259;283-291
P18564,688,1,688,0,1.000,contiguous,22-709
Q9HCQ5,574,1,574,0,1.000,contiguous,30-603
A6NK97,93,6,177,84,0.525,intermittent,45-137;188-194;247-250;361-373;419-429;507-555
Q8NCW6,579,1,579,0,1.000,contiguous,30-608
Q9NUE0,21,2,29,8,0.724,intermittent,112-119;257-277
Q9NT68,2374,1,2374,0,1.000,contiguous,401-2774
Q5TAT6,656,1,656,0,1.000,contiguous,62-717
Q9Y6U7,207,1,207,0,1.000,contiguous,44-250
Q8N697,32,6,135,103,0.237,intermittent,63-76;126-155;217-222;339-366;423-454;511-535
Q8N5Y8,14,1,14,0,1.000,contiguous,309-322
Q08722,123,3,145,22,0.848,intermittent,19-141;198-207;257-268
P19235,226,1,226,0,1.000,contiguous,25-250
Q96QI5,293,1,293,0,1.000,contiguous,50-342
Q9BYE9,1134,1,1134,0,1.000,contiguous,21-1154
P54753,526,1,526,0,1.000,contiguous,34-559
